馃挜锝滄柊闂 ,#genre#
CCTV13,http://111.59.189.40:8445/tsfile/live/1011_1.m3u8
CCTV13,http://183.207.249.71/ott.js.chinamobile.com/PLTV/3/224/3221225560/index.m3u8
CCTV13,http://39.134.32.103:6610/270000001111/1110000161/index.m3u8?IASHttpSessionId=OTT
CCTV13,http://183.207.249.36:80/PLTV/4/224/3221227387/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=188510429838C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABh
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV13,http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8codeyj
CCTV13,http://39.136.48.11:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://39.136.48.18:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://39.136.48.5:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://183.207.249.14/PLTV/3/224/3221225560/index.m3u8
CCTV13,http://183.207.249.36/PLTV/4/224/3221227387/index.m3u8
CCTV13,http://39.136.48.6:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://sd.jilu8.cn/3221226328/index.m3u8
CCTV13,http://183.196.25.171:808/hls/13/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://111.20.33.93/TVOD/88888893/224/3221226195/index.m3u8
CCTV2,http://39.134.116.30:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.135.138.59:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888888/224/3221225619/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://39.134.32.103:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://39.135.138.59:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://222.240.82.92:9901/tsfile/live/0002_1.m3u8
CCTV2,http://39.136.48.5:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV2,http://39.135.55.72:6610/PLTV/88888888/224/3221226795/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV2,http://sd.jilu8.cn/3221225751/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV2,http://39.136.48.2:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV2,http://111.59.189.40:8445/tsfile/live/1001_1.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225643/index.m3u8
CCTV2,http://ncyd.jilu8.cn/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://183.196.25.171:808/hls/2/index.m3u8
CCTV2,http://39.134.32.108:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://119.167.231.18/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225612/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV2,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-cctv2/1.m3u8?IASHttpSessionId=OTT
CCTV2,http://120.221.40.68:6410/shandong_cabletv.live.zte.com////CHANNEL00000317/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://39.136.48.6:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV2,http://39.136.48.18:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV2,http://ncyd.jilu8.cn/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://39.135.47.100:6610/000000001000/HD-8000k-1080P-cctv2/1.m3u8?IASHttpSessionId=OTT
CCTV4,http://39.136.48.18:8089/PLTV/88888888/224/3221225757/index.m3u8
CCTV4,http://183.207.249.6/PLTV/3/224/3221225534/index.m3u8
CCTV4,http://120.221.40.68:6410/shandong_cabletv.live.zte.com////CHANNEL00000320/index.m3u8?IASHttpSessionId=OTT
CCTV4,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-cctv4/1.m3u8?IASHttpSessionId=OTT
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://183.207.248.15/PLTV/3/224/3221225534/index.m3u8?
CCTV4,http://ncyd.jilu8.cn/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://39.135.138.58:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://222.240.82.92:9901/tsfile/live/0004_1.m3u8
CCTV4,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://117.169.120.140:8080/live/cctv-4/.m3u8
CCTV4,http://61.160.152.2/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/.m3u8
CCTV4,http://111.59.189.40:8445/tsfile/live/1003_1.m3u8
CCTV4,http://182.151.211.171:808/hls/4/index.m3u8
CCTV4,http://183.196.25.171:808/hls/4/index.m3u8
CCTV4,http://111.20.33.93/TVOD/88888893/224/3221226191/index.m3u8
CCTV4,http://183.207.249.11/PLTV/3/224/3221225534/index.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8?icpid=88888888&from=30&hms_devid=1452
鍑ゅ嚢涓枃,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
鍑ゅ嚢涓枃,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8
鍑ゅ嚢涓枃,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
鍑ゅ嚢涓枃,http://183.207.249.35/PLTV/3/224/3221226922/index.m3u8
鍑ゅ嚢涓枃,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8
鍑ゅ嚢涓枃,http://39.135.55.72:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=OTT
鍑ゅ嚢璧勮,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
鍑ゅ嚢璧勮,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8?zgangd
鍑ゅ嚢璧勮,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8
鍑ゅ嚢璧勮,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8?zgangd

馃弨锝滀綋鑲 ,#genre#
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.32.24:6610/000000001000/1000000001000004794/index.m3u8?i
CCTV5,http://111.59.189.40:8445/tsfile/live/0113_1.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888888/224/3221225767/index.m3u8
CCTV5,http://117.148.179.165/PLTV/88888888/224/3221231702/index.m3u8
CCTV5+,http://111.59.189.40:8445/tsfile/live/1018_1.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV16,http://39.135.32.10:6610/000000001000/HD-8000k-1080P-cctv16/1.m3u8?IASHttpSessionId=OTT
CCTV16,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233403/index.m3u8
CCTV16,http://183.196.25.171:808/hls/666/index.m3u8
CCTV16,http://39.135.55.72:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV16,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8?
CCTV16,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233409/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV16,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV16,http://39.135.138.59:18890/PLTV/88888888/224/3221226233/index.m3u8
鍔茬垎浣撹偛,http://139.215.233.152/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
鍔茬垎浣撹偛,http://139.215.233.152/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
鏂拌瑙 ,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
鏂拌瑙 ,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?zshangd
浜旀槦浣撹偛,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
浜旀槦浣撹偛,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
骞夸笢浣撹偛,http://183.63.15.42:9901/tsfile/live/0136_1.m3u8
骞夸笢浣撹偛,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8
Eurosport1 HD,http://cdnua06.hls.tv/476/hls/xvenc6phog3m7qlktfdsrw9b4a82iy1z/217/stream.m3u8
Eurosport1 HD,http://cdnua06.hls.tv/476/hls/061df9d47a31d5ffeeee40bbf3333deb/217/stream.m3u8
Eurosport2 HD,http://cdnua06.hls.tv/476/hls/wei6saq934pz50bkxdugc2hfnj71lmot/219/stream.m3u8
Eurosport2 HD,http://cdnua06.hls.tv/476/hls/xvenc6phog3m7qlktfdsrw9b4a82iy1z/219/stream.m3u8
Eurosport1,http://cdnua06.hls.tv/476/hls/ic98vakdjzm2sqf1elhg67pwr0xbto34/216/stream.m3u8
Eurosport1,http://cdnua06.hls.tv/476/hls/cma6nrk9e8z7ygfsl5xtj3ohb014vpw2/216/stream.m3u8
Eurosport2,http://cdnua06.hls.tv/476/hls/061df9d47a31d5ffeeee40bbf3333deb/218/stream.m3u8
TNTSPORTS 1,https://glxlmn026c.singularcdn.net.br/playout_01/playlist-720p.m3u8
TNTSPORTS 2,https://glxlmn026c.singularcdn.net.br/playout_02/playlist-720p.m3u8
TNTSPORTS 3,https://glxlmn026c.singularcdn.net.br/playout_03/playlist-720p.m3u8
TNTSPORTS 4,https://glxlmn026c.singularcdn.net.br/playout_04/playlist-720p.m3u8
TNTSPORTS 5,https://glxlmn026c.singularcdn.net.br/playout_05/playlist-720p.m3u8
榄呭姏瓒崇悆,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
榄呭姏瓒崇悆,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8?zshangd
瓒呯骇浣撹偛,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8
MG1,http://39.135.46.102:6610/PLTV/77777777/224/3221225935/index.m3u8?hls
MG2,http://39.135.46.102:6610/PLTV/77777777/224/3221225876/index.m3u8?hls
0MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225851/index.m3u8?hls
1MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225849/index.m3u8?hls
2MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225848/index.m3u8?hls
3MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225846/index.m3u8?hls
4MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225845/index.m3u8?hls
5MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225843/index.m3u8?hls
6MG浣撹偛*,http://39.135.46.102:6610/PLTV/77777777/224/3221225842/index.m3u8?hls
7MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225840/index.m3u8?hls
8MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225839/index.m3u8?hls
9MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225837/index.m3u8?hls
10MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225834/index.m3u8?hls
11MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225820/index.m3u8?hls
12MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225817/index.m3u8?hls
14MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225811/index.m3u8?hls
15MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225808/index.m3u8?hls
16MG浣撹偛*,http://39.135.46.102:6610/PLTV/77777777/224/3221225805/index.m3u8?hls
17MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225802/index.m3u8?hls
18MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225799/index.m3u8?hls
19MG浣撹偛*,http://39.135.46.102:6610/PLTV/77777777/224/3221225796/index.m3u8?hls
20MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225793/index.m3u8?hls
21MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225792/index.m3u8?hls
22MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225789/index.m3u8?hls
23MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225786/index.m3u8?hls
24MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225783/index.m3u8?hls
25MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225780/index.m3u8?hls
26MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225777/index.m3u8?hls
27MG浣撹偛*,http://39.135.46.102:6610/PLTV/77777777/224/3221225774/index.m3u8?hls
28MG浣撹偛*,http://39.135.46.102:6610/PLTV/77777777/224/3221225771/index.m3u8?hls
29MG浣撹偛*,http://39.135.46.102:6610/PLTV/77777777/224/3221225769/index.m3u8?hls
31MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225920/index.m3u8?hls
32MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225917/index.m3u8?hls
33MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225914/index.m3u8?hls
34MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225911/index.m3u8?hls
35MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225908/index.m3u8?hls
36MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225905/index.m3u8?hls
37MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225902/index.m3u8?hls
38MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225899/index.m3u8?hls
39MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225896/index.m3u8?hls
40MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225893/index.m3u8?hls
41MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225871/index.m3u8?hls
42MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225868/index.m3u8?hls
43MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225865/index.m3u8?hls
44MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225862/index.m3u8?hls
45MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225861/index.m3u8?hls
46MG浣撹偛*,http://39.135.46.102:6610/PLTV/77777777/224/3221225860/index.m3u8?hls
47MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225859/index.m3u8?hls
48MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225858/index.m3u8?hls
49MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225857/index.m3u8?hls
50MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225856/index.m3u8?hls
51MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225855/index.m3u8?hls
52MG浣撹偛*,http://39.135.46.102:6610/PLTV/77777777/224/3221225854/index.m3u8?hls
53MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225853/index.m3u8?hls
54MG浣撹偛,http://39.135.46.102:6610/PLTV/77777777/224/3221225852/index.m3u8?hls

馃悈锝滆檸鐗 ,#genre#
寮犲ぇ浠 ,https://live.52sf.ga/huya/688
鐜嬭€呰崳鑰€璧涗簨,https://live.52sf.ga/huya/kpl
鑻遍泟鑱旂洘璧涗簨,https://live.52sf.ga/huya/lpl
鏆撮洩棰戦亾,https://live.52sf.ga/huya/blizzardgame1
ESLCSGO,https://live.52sf.ga/huya/eslcsgo

馃惓锝滄枟楸 ,#genre#
缃楃繑娉曡€ ,https://live.52sf.ga/douyu/8805#https://liveb.52sf.ga/douyu/8805
寮犻洩宄拌€冪爺,https://live.52sf.ga/douyu/961020#https://liveb.52sf.ga/douyu/961020
鍥涙捣閽撻奔,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
浣撹偛,http://pull-g.kktv8.com/livekktv/57588147.flv
HWF鏁ｆ墦,http://pull-g.kktv8.com/livekktv/57588147.flv
WWE娓呮祦1璺  WWE寰€鏈熺簿褰╄妭鐩竻娴  浣撹偛姣忔櫄涔濈偣鐩存挱,http://txtest-xp2p.p2p.huya.com/src/1099531728844-1099531728844-86333429674672128-2199063581144-10057-A-0-1.xs?wsSecret=23e937bf5f8a82d5367679fbd94c00be&wsTime=6246cb81&u=0&seqid=16487203839200000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&t=103
鍐插埡鍚т涪灏忎涪 鐏岀楂樻墜婕敾閫熶綋鑲茶,http://txtest-xp2p.p2p.huya.com/src/1099531627798-1099531627798-85899440409280512-2199063379052-10057-A-0-1.xs?wsSecret=8132ca5d918f77af1c66b25415f6b4c3&wsTime=6246cb8b&u=0&seqid=16487203935400000&ctype=tars_mobile&fs=bgct&t=103
鐪嬫垜鐨勭鍑嗕笉鍑  鍘熷鐢熷瓨40澶╋紝浣撹偛澶т浆缁勯槦PK,http://txtest-xp2p.p2p.huya.com/src/1099531627787-1099531627787-85899393164640256-2199063379030-10057-A-0-1.xs?wsSecret=1f4b09f389f11af0d205a70ca0a4c7af&wsTime=6246cb8f&u=0&seqid=16487203971330000&ctype=tars_mobile&fs=bgct&t=103
瓒冲崗鏉笂娴蜂笓鍦  鐜诲埄缁翠簹瓒崇悆涓撳満浣撹偛,http://txtest-xp2p.p2p.huya.com/src/1099531728828-1099531728828-86333360955195392-2199063581112-10057-A-0-1.xs?wsSecret=15b1eb28dc39ad6c322f148b7e6e0418&wsTime=6246cba6&u=0&seqid=16487204206960000&ctype=tars_mobile&fs=bgct&t=103
鏍兼枟杩 -灏忎寒 鍦板煙鐗㈢锛侀搧绗艰禌涓撳満浣撹偛锛 ,http://txtest-xp2p.p2p.huya.com/src/1099531627899-1099531627899-85899874200977408-2199063379254-10057-A-0-1.xs?wsSecret=c839f2de2c5f2a36245d4e37a0b920d2&wsTime=6246cba9&u=0&seqid=16487204234400000&ctype=tars_mobile&fs=bgct&t=103
澶氱壒钂欏痉涓撳満 21/22寰风敳澶氱壒涓撳満,http://txtest-xp2p.p2p.huya.com/src/1099531728771-1099531728771-86333116142059520-2199063580998-10057-A-0-1.xs?wsSecret=8970b533023ef8c64cf241a7233f45b4&wsTime=6246cbad&u=0&seqid=16487204275270000&ctype=tars_mobile&fs=bgct&t=103
缇庢床鏉皬鍓у満 涓€姝ヤ箣閬ワ紵浣撹偛涓堥噺鍐呴┈灏斾笌姊呰タ涔嬮棿鐨勮窛绂 ,http://txtest-xp2p.p2p.huya.com/src/1099531728838-1099531728838-86333403904868352-2199063581132-10057-A-0-1.xs?wsSecret=e421ea01b4feec4d8eb6b4323d0d5f4f&wsTime=6246cbaf&u=0&seqid=16487204298560000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
鍘勭摐澶氬皵瓒崇悆涓撳満 浣撹偛鍘勭摐澶氬皵瓒崇悆涓撳満,http://txtest-xp2p.p2p.huya.com/src/1099531728831-1099531728831-86333373840097280-2199063581118-10057-A-0-1.xs?wsSecret=474d4839f57cc019cb12b6236f640af4&wsTime=6246cbb4&u=0&seqid=16487204343420000&ctype=tars_mobile&fs=bgct&t=103
鎷宠糠璞摜 瓒呴渿鎾艰８鎷虫搨鍙板鍐  浣撹偛鎷虫嫵鍒拌倝 琛€娌í椋 ,http://txtest-xp2p.p2p.huya.com/src/1099531627808-1099531627808-85899483358953472-2199063379072-10057-A-0-1.xs?wsSecret=2e0deb0566a05048cdfb649b6b9fafb8&wsTime=6246cbb7&u=0&seqid=16487204372300000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
鎴樼晫涔嬪姏 鎴樼晫涔嬪姏-澶т紬鎷冲嚮浣撹偛棣嗗唴璧 ,http://txtest-xp2p.p2p.huya.com/src/0-0-0-2399154152386-10057-A-0-1.xs?wsSecret=7d9542f8af23ceb5668d43736586d622&wsTime=6246cbb8&u=0&seqid=16487204385550000&ctype=tars_mobile&txyp=o%3Anc4%3B&fs=bgct&t=103
濂舵补鑺婅妸 蹇嶈€呮憯璺ゅぇ璧涳紝浣撹偛淇鍙负浠婃棩,http://txtest-xp2p.p2p.huya.com/src/1099531627809-1099531627809-85899487653920768-2199063379074-10057-A-0-1.xs?wsSecret=5a99a56a83cf24ba7371f889bad1cafb&wsTime=6246cbbb&u=0&seqid=16487204413320000&ctype=tars_mobile&fs=bgct&t=103
鍦冻鐞冧笓鍦  浣撹偛鎷夊湱瓒崇悆涓撳満,http://txtest-xp2p.p2p.huya.com/src/1099531728832-1099531728832-86333378135064576-2199063581120-10057-A-0-1.xs?wsSecret=34f269dac1d687bb5f7263a6de20f02c&wsTime=6246cbbe&u=0&seqid=16487204447030000&ctype=tars_mobile&fs=bgct&t=103
WWE绮惧僵瑙嗛绉€鏉庨湠鐙涓撹锛佷綋鑲查浣峎WE涓浗涔嬫槦椹惧埌,http://txtest-xp2p.p2p.huya.com/src/1099531728847-1099531728847-86333442559574016-2199063581150-10057-A-0-1.xs?wsSecret=8070de640979f458f93712105d1e7dd9&wsTime=6246cbc1&u=0&seqid=16487204475860000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&t=103
寰峰浗瓒崇悆鐢茬骇鑱旇禌鍓垶鍙  鑾辨瘮閿℃伓鎴樺鐗     2021/22寰风敳鑱旇禌,http://txtest-xp2p.p2p.huya.com/src/1099531740188-1099531740188-86382151783677952-2199063603832-10057-A-0-1.xs?wsSecret=8801376a500a8429e3216cf871545f7d&wsTime=6246cbc3&u=0&seqid=16487204498990000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
